Score,Avg_Delivery_Days,Median_Delivery_Days,Avg_Delay_Days,Median_Delay_Days,Avg_Freight,Median_Freight
1.0,21.325818131841476,16.802262731481484,-3.3376302949656242,-6.37931712962963,28.140517481022133,18.76
2.0,16.626947978543143,13.20784722222222,-7.951845846660574,-9.306140046296296,26.32045921864291,18.02
3.0,14.25730506984214,12.043443287037036,-10.068737731422997,-10.360752314814814,23.565976503284485,17.63
4.0,12.306209750474382,10.788449074074073,-11.688504911293611,-11.503096064814816,22.369082777601356,17.19
5.0,10.680876513171894,9.231203703703702,-12.683681655565803,-12.318188657407408,21.71183943895262,16.79
