Category,Orders,Avg_Delivery_Days,Avg_Delay_Days,Avg_Score,Avg_Freight,Late_Rate%
bed_bath_table,9272,12.990189004929219,-10.693906195075577,3.998256510842323,22.252784728213978,8.74676445211389
office_furniture,1254,20.63858021922441,-11.134130126188788,3.6438906752411575,53.756212121212116,9.170653907496012
home_construction,483,13.437094715704317,-10.772914773598652,3.9854469854469854,29.910144927536233,8.074534161490684
home_confort,392,13.712452227418746,-9.064910950491308,3.8846153846153846,24.55311224489796,10.459183673469388
audio,348,13.470062493348234,-9.363717605896126,3.8405797101449277,16.63580459770115,12.931034482758621
fixed_telephony,212,12.533988032844164,-14.24392754192872,3.9665071770334928,21.33608490566038,5.188679245283019
construction_tools_safety,159,11.796912415560215,-12.217737668879572,3.9746835443037973,25.907924528301884,4.40251572327044
fashion_male_clothing,106,12.859536927847659,-12.725209206848357,3.8190476190476192,19.45867924528302,4.716981132075472
